date,day_name,day_num,time_period,period_index,weather_icon,weather_icon_src,weather_phrase,wind_speed,wind_direction,wind_speed_display,snow_amount,rain_amount,temperature_max,temperature_min,temperature_chill,humidity,freezing_level
2025-11-10,Monday,10,10 AM,16,part cloud,/packs/components/weather-icon/static/daypartcloud-973480e82c9244eb4057b69770a99995.svg,some clouds,5.0,SW,5,—,—,4,4,4,57,2600
2025-11-10,Monday,10,1 PM,17,clear,/packs/components/weather-icon/static/dayclear-67420c1b6b3deadc194e3d819a95fd68.svg,clear,5.0,WSW,5,—,—,5,5,4,55,2700
2025-11-10,Monday,10,4 PM,18,part cloud,/packs/components/weather-icon/static/daypartcloud-973480e82c9244eb4057b69770a99995.svg,some clouds,5.0,WSW,5,—,—,5,5,4,66,2600
2025-11-10,Monday,10,7 PM,19,cloud,/packs/components/weather-icon/static/nightcloud-987e021dffc572a219863ec8c87cfb8f.svg,cloudy,5.0,SSW,5,—,—,4,4,2,69,2500
2025-11-10,Monday,10,10 PM,20,clear,/packs/components/weather-icon/static/nightclear-df4275ae4966694e68f88c837c9b8a11.svg,clear,5.0,SSW,5,—,—,4,4,3,57,2450
2025-11-11,Tuesday,11,1 AM,21,part cloud,/packs/components/weather-icon/static/nightpartcloud-dd0403ac3780911d72b7f255003b3934.svg,some clouds,5.0,SSW,5,—,—,3,3,2,50,2400
2025-11-11,Tuesday,11,4 AM,22,clear,/packs/components/weather-icon/static/nightclear-df4275ae4966694e68f88c837c9b8a11.svg,clear,5.0,S,5,—,—,3,3,2,42,2450
2025-11-11,Tuesday,11,7 AM,23,clear,/packs/components/weather-icon/static/nightclear-df4275ae4966694e68f88c837c9b8a11.svg,clear,5.0,S,5,—,—,4,4,4,37,2500
2025-11-11,Tuesday,11,10 AM,24,clear,/packs/components/weather-icon/static/dayclear-67420c1b6b3deadc194e3d819a95fd68.svg,clear,5.0,SSW,5,—,—,5,5,5,38,2650
2025-11-11,Tuesday,11,1 PM,25,clear,/packs/components/weather-icon/static/dayclear-67420c1b6b3deadc194e3d819a95fd68.svg,clear,5.0,SW,5,—,—,7,7,6,43,2750
2025-11-11,Tuesday,11,4 PM,26,clear,/packs/components/weather-icon/static/dayclear-67420c1b6b3deadc194e3d819a95fd68.svg,clear,5.0,SW,5,—,—,6,6,5,50,2750
2025-11-11,Tuesday,11,7 PM,27,part cloud,/packs/components/weather-icon/static/nightpartcloud-dd0403ac3780911d72b7f255003b3934.svg,some clouds,5.0,S,5,—,—,6,6,5,46,2750
2025-11-11,Tuesday,11,10 PM,28,part cloud,/packs/components/weather-icon/static/nightpartcloud-dd0403ac3780911d72b7f255003b3934.svg,some clouds,5.0,S,5,—,—,6,6,5,40,2950
2025-11-12,Wednesday,12,1 AM,29,clear,/packs/components/weather-icon/static/nightclear-df4275ae4966694e68f88c837c9b8a11.svg,clear,5.0,S,5,—,—,6,6,5,38,3050
2025-11-12,Wednesday,12,4 AM,30,clear,/packs/components/weather-icon/static/nightclear-df4275ae4966694e68f88c837c9b8a11.svg,clear,5.0,S,5,—,—,6,6,5,35,3100
2025-11-12,Wednesday,12,7 AM,31,part cloud,/packs/components/weather-icon/static/nightpartcloud-dd0403ac3780911d72b7f255003b3934.svg,some clouds,5.0,S,5,—,—,6,6,5,32,3200
2025-11-12,Wednesday,12,10 AM,32,clear,/packs/components/weather-icon/static/dayclear-67420c1b6b3deadc194e3d819a95fd68.svg,clear,10.0,S,10,—,—,8,8,7,30,3350
2025-11-12,Wednesday,12,1 PM,33,part cloud,/packs/components/weather-icon/static/daypartcloud-973480e82c9244eb4057b69770a99995.svg,some clouds,5.0,SSW,5,—,—,10,10,10,34,3500
2025-11-12,Wednesday,12,4 PM,34,part cloud,/packs/components/weather-icon/static/daypartcloud-973480e82c9244eb4057b69770a99995.svg,some clouds,5.0,S,5,—,—,10,10,10,44,3550
2025-11-12,Wednesday,12,7 PM,35,clear,/packs/components/weather-icon/static/nightclear-df4275ae4966694e68f88c837c9b8a11.svg,clear,10.0,S,10,—,—,9,9,8,39,3600
2025-11-12,Wednesday,12,10 PM,36,clear,/packs/components/weather-icon/static/nightclear-df4275ae4966694e68f88c837c9b8a11.svg,clear,10.0,S,10,—,—,8,8,6,34,3650
2025-11-13,Thursday,13,AM,37,clear,/packs/components/weather-icon/static/dayclear-67420c1b6b3deadc194e3d819a95fd68.svg,clear,10.0,S,10,—,—,13,11,10,27,3450
2025-11-13,Thursday,13,PM,38,clear,/packs/components/weather-icon/static/dayclear-67420c1b6b3deadc194e3d819a95fd68.svg,clear,10.0,S,10,—,—,13,12,11,38,3500
2025-11-13,Thursday,13,night,39,part cloud,/packs/components/weather-icon/static/nightpartcloud-dd0403ac3780911d72b7f255003b3934.svg,some clouds,10.0,SSE,10,—,—,12,10,8,29,3600
2025-11-14,Friday,14,AM,40,cloud,/packs/components/weather-icon/static/daycloud-66ca1933047188b18f06b6e6c1c551a7.svg,cloudy,10.0,SE,10,—,—,12,11,10,37,3650
2025-11-14,Friday,14,PM,41,cloud,/packs/components/weather-icon/static/daycloud-66ca1933047188b18f06b6e6c1c551a7.svg,cloudy,10.0,SSE,10,—,—,9,7,5,50,3400
2025-11-14,Friday,14,night,42,rain showers,/packs/components/weather-icon/static/nightrainshowers-fdd5239348f6e287492f6f267438893a.svg,rain shwrs,10.0,SSE,10,—,1.0,6,5,3,74,2750
2025-11-15,Saturday,15,AM,43,cloud,/packs/components/weather-icon/static/daycloud-66ca1933047188b18f06b6e6c1c551a7.svg,cloudy,10.0,SSE,10,—,—,9,6,4,64,3050
2025-11-15,Saturday,15,PM,44,part cloud,/packs/components/weather-icon/static/daypartcloud-973480e82c9244eb4057b69770a99995.svg,some clouds,10.0,S,10,—,—,8,6,3,54,3050
2025-11-15,Saturday,15,night,45,cloud,/packs/components/weather-icon/static/nightcloud-987e021dffc572a219863ec8c87cfb8f.svg,cloudy,15.0,SSE,15,—,—,5,5,2,57,3250
2025-11-16,Sunday,16,AM,46,part cloud,/packs/components/weather-icon/static/daypartcloud-973480e82c9244eb4057b69770a99995.svg,some clouds,15.0,S,15,—,—,9,7,4,59,3250
2025-11-16,Sunday,16,PM,47,light rain,/packs/components/weather-icon/static/daylightrain-11a7b5cdcd4f411a691a7fa4f016160b.svg,light rain,5.0,SSE,5,—,1.0,6,4,4,69,2600
2025-11-16,Sunday,16,night,48,snow showers,/packs/components/weather-icon/static/nightsnowshowers-39fdd245bdc24689c34c66eef5a64234.svg,snow shwrs,10.0,SSW,10,4.0,1.0,3,1,-2,90,2050
2025-11-17,Monday,17,AM,49,part cloud,/packs/components/weather-icon/static/daypartcloud-973480e82c9244eb4057b69770a99995.svg,some clouds,5.0,SSW,5,—,—,6,5,3,68,2450
2025-11-17,Monday,17,PM,50,cloud,/packs/components/weather-icon/static/daycloud-66ca1933047188b18f06b6e6c1c551a7.svg,cloudy,0.0,SSW,0,—,—,5,4,3,78,2600
2025-11-17,Monday,17,night,51,cloud,/packs/components/weather-icon/static/nightcloud-987e021dffc572a219863ec8c87cfb8f.svg,cloudy,5.0,SSE,5,—,—,4,3,1,65,2550
2025-11-18,Tuesday,18,AM,52,cloud,/packs/components/weather-icon/static/daycloud-66ca1933047188b18f06b6e6c1c551a7.svg,cloudy,10.0,SSE,10,—,—,6,5,3,65,2900
2025-11-18,Tuesday,18,PM,53,cloud,/packs/components/weather-icon/static/daycloud-66ca1933047188b18f06b6e6c1c551a7.svg,cloudy,10.0,ESE,10,—,—,6,4,2,72,3050
2025-11-18,Tuesday,18,night,54,snow showers,/packs/components/weather-icon/static/nightsnowshowers-39fdd245bdc24689c34c66eef5a64234.svg,snow shwrs,15.0,SSW,15,—,4.0,2,1,-2,86,2250
2025-11-19,Wednesday,19,AM,55,light snow,/packs/components/weather-icon/static/daylightsnow-49fef9f245880afc68571ca10e3aaee8.svg,light snow,5.0,S,5,1.0,—,3,1,-1,75,2100
2025-11-19,Wednesday,19,PM,56,light snow,/packs/components/weather-icon/static/daylightsnow-49fef9f245880afc68571ca10e3aaee8.svg,light snow,10.0,SW,10,1.0,—,1,1,-2,98,1900
2025-11-19,Wednesday,19,night,57,light snow,/packs/components/weather-icon/static/nightlightsnow-b2464d6f3198d31018a11976fbc39fbe.svg,light snow,15.0,SW,15,4.0,—,0,-1,-3,95,1750
